accelX       ; accelY       ; accelZ       ; totalAccel   ; gyroX        ; gyroY        ; gyroZ        ; totalGyro   
-0.85400     ; 0.25928      ; -0.32733     ; 0.95063      ; -12.07504    ; -12.32925    ; 2.04117      ; 12.24909    
-0.85498     ; 0.32642      ; -0.31854     ; 0.96902      ; -17.30881    ; -15.68634    ; 2.25052      ; 17.45755    
-0.87964     ; 0.32678      ; -0.32904     ; 0.99439      ; -35.79895    ; -17.69760    ; 0.92712      ; 35.81244    
-0.91534     ; 0.35004      ; -0.34845     ; 1.04010      ; -54.48349    ; -17.85461    ; -0.00748     ; 54.48462    
-0.93268     ; 0.36432      ; -0.33093     ; 1.05458      ; -75.11948    ; -22.11639    ; -0.38132     ; 75.12133    
-0.90546     ; 0.37964      ; -0.27966     ; 1.02088      ; -84.18137    ; -23.21548    ; -4.42627     ; 84.29851    
-0.94623     ; 0.41876      ; -0.25836     ; 1.06652      ; -76.44287    ; -23.20053    ; -10.90118    ; 77.21738    
-1.01227     ; 0.46313      ; -0.19995     ; 1.13100      ; -65.27252    ; -40.68130    ; -11.97037    ; 66.36269    
-1.08984     ; 0.45264      ; -0.09003     ; 1.18353      ; -67.11929    ; -54.38629    ; -10.80399    ; 67.98478    
-1.10248     ; 0.46747      ; -0.08734     ; 1.20067      ; -51.64230    ; -73.61664    ; -6.79642     ; 52.08971    
-1.20984     ; 0.50623      ; -0.11224     ; 1.31627      ; -26.53519    ; -88.29361    ; 4.69543      ; 26.95217    
-1.36261     ; 0.45337      ; -0.46344     ; 1.50898      ; 5.45059      ; -83.56827    ; 15.31998     ; 16.26703    
-1.16888     ; 0.34033      ; -0.45331     ; 1.29908      ; -81.42990    ; -26.66977    ; 14.33304     ; 82.68241    
-1.21448     ; 0.37878      ; -0.22772     ; 1.29240      ; -71.44836    ; -9.51797     ; 4.00009      ; 71.56126    
-1.41602     ; 0.72900      ; -0.30420     ; 1.62145      ; -37.71301    ; -20.13504    ; 0.12711      ; 37.72027    
-0.95624     ; 0.75549      ; -0.30457     ; 1.25615      ; -13.45078    ; -34.20639    ; -9.98901     ; 16.77124    
-0.81268     ; 0.95868      ; -0.17365     ; 1.26873      ; -6.90109     ; -6.19080     ; -13.86948    ; 15.52116    
-0.80499     ; 0.75714      ; -0.21545     ; 1.12592      ; 3.72345      ; -23.13324    ; 3.02811      ; 4.85868     
-0.92981     ; 0.65698      ; -0.46600     ; 1.23018      ; -20.94254    ; -19.70886    ; 15.56671     ; 26.10257    
-1.02960     ; 0.59155      ; -0.18256     ; 1.20139      ; -37.00272    ; 4.25430      ; 21.86966     ; 42.98643    
-0.96002     ; 0.51331      ; -0.13190     ; 1.09660      ; -19.66400    ; -0.14206     ; 22.03415     ; 29.53710    
-0.95221     ; 0.53668      ; -0.10077     ; 1.09767      ; -6.38519     ; 2.13089      ; 14.60968     ; 15.95310    
-0.96747     ; 0.44519      ; -0.17877     ; 1.07988      ; -5.42816     ; 4.14963      ; 8.90488      ; 10.43839    
-1.02014     ; 0.42377      ; -0.17688     ; 1.11873      ; -9.97406     ; 6.49734      ; 1.32339      ; 10.07039    
-1.04486     ; 0.43359      ; -0.18524     ; 1.14632      ; -14.03397    ; 8.69553      ; -5.74219     ; 15.16947    
-1.01831     ; 0.52063      ; -0.15527     ; 1.15418      ; -18.97614    ; 10.31052     ; -10.44510    ; 21.66714    
-0.95374     ; 0.64960      ; -0.12238     ; 1.16042      ; -17.45834    ; 9.33105      ; -11.53671    ; 20.93589    
-0.90332     ; 0.70514      ; -0.10229     ; 1.15051      ; -8.20953     ; 5.57022      ; -11.04324    ; 13.77849    
-0.90875     ; 0.72290      ; -0.17554     ; 1.17441      ; -4.68048     ; -2.43744     ; -7.98523     ; 9.28404     
-0.93622     ; 0.62256      ; -0.16852     ; 1.13687      ; -6.52725     ; -1.79443     ; -3.29727     ; 7.33925     
-0.97003     ; 0.55853      ; -0.14545     ; 1.12875      ; -4.17953     ; -0.32150     ; -4.01505     ; 5.82246     
-0.98694     ; 0.56830      ; -0.18146     ; 1.15323      ; -0.14954     ; -0.31403     ; -8.49365     ; 8.51396     
-1.00415     ; 0.53400      ; -0.17816     ; 1.15118      ; -0.50842     ; 0.59814      ; -9.44321     ; 9.47195     
-0.99683     ; 0.49878      ; -0.16400     ; 1.12665      ; -4.91974     ; 1.62247      ; -11.37970    ; 12.40767    
-0.97632     ; 0.51367      ; -0.17743     ; 1.11738      ; -5.14404     ; 1.59256      ; -14.13864    ; 15.05411    
-0.99310     ; 0.60510      ; -0.19806     ; 1.17967      ; -1.78696     ; 2.85614      ; -16.63589    ; 16.74253    
-1.01587     ; 0.67480      ; -0.19110     ; 1.23445      ; 3.37204      ; 3.98514      ; -19.79858    ; 20.09502    
-1.02301     ; 0.67853      ; -0.19818     ; 1.24347      ; 13.29376     ; 7.80579      ; -20.75562    ; 24.65725    
-1.07166     ; 0.66083      ; -0.23059     ; 1.27996      ; 22.43042     ; 10.00397     ; -21.16684    ; 30.84794    
-1.05811     ; 0.63843      ; -0.20337     ; 1.25241      ; 36.12793     ; 20.86777     ; -21.24908    ; 41.91848    
-0.92725     ; 0.56580      ; -0.22266     ; 1.10882      ; 53.19000     ; 37.53357     ; -18.02658    ; 56.16453    
-1.08258     ; 0.55756      ; -0.33984     ; 1.26426      ; 60.21072     ; 56.62933     ; -13.51807    ; 61.71207    
-1.39545     ; 0.44507      ; -0.40491     ; 1.51964      ; 33.40637     ; 99.29947     ; -9.36096     ; 34.69598    
-1.44379     ; 0.50018      ; -0.35944     ; 1.56968      ; 13.85452     ; 121.67755    ; -9.10675     ; 16.58707    
-1.48260     ; 0.42523      ; -0.41949     ; 1.59841      ; 19.14062     ; 110.70908    ; -2.10098     ; 19.26028    
-1.35535     ; 0.53320      ; -0.43036     ; 1.51871      ; 43.72437     ; 98.10318     ; -6.28052     ; 44.17634    
-1.19843     ; 0.46912      ; -0.39508     ; 1.34625      ; 83.59070     ; 94.25262     ; -13.15918    ; 84.62144    
-0.99561     ; 0.30798      ; -0.20886     ; 1.06288      ; 121.76727    ; 73.51944     ; -12.87506    ; 122.44644   
-0.87140     ; 0.29681      ; -0.16962     ; 0.93606      ; 157.80548    ; 65.59402     ; -5.71228     ; 157.90912   
-0.64972     ; 0.43286      ; -0.23657     ; 0.81576      ; 142.31354    ; 56.68915     ; -0.94955     ; 142.31737   
-0.65063     ; 0.52844      ; -0.20532     ; 0.86298      ; 74.11758     ; 26.78940     ; -4.62814     ; 74.26382    
-0.62891     ; 0.42310      ; -0.38904     ; 0.85199      ; 53.04794     ; 25.73517     ; -5.14404     ; 53.29845    
-0.65295     ; 0.23029      ; -0.59314     ; 0.91170      ; 36.73355     ; 34.08676     ; -4.74777     ; 37.03982    
